0,Id,IdType,description
Mapoly0110s0053,GO:0055114 PF03720 PTHR11374:SF3 GO:0016616 GO:0003979 GO:0051287 PTHR11374 PF00984,GO PFAM PANTHER GO GO GO PANTHER PFAM,"oxidation-reduction process UDP-glucose/GDP-mannose dehydrogenase family, UDP binding domain UDP-GLUCOSE 6-DEHYDROGENASE oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor UDP-glucose 6-dehydrogenase activity NAD binding UDP-GLUCOSE DEHYDROGENASE/UDP-MANNAC DEHYDROGENASE UDP-glucose/GDP-mannose dehydrogenase family, central domain"
Mapoly0111s0001,KOG0143 GO:0055114 PF14226 GO:0016706 PTHR10209 GO:0016491 PF03171,KOG GO PFAM GO PANTHER GO PFAM,"Iron/ascorbate family oxidoreductases oxidation-reduction process non-haem dioxygenase in morphine synthesis N-terminal oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors OXIDOREDUCTASE, 2OG-FE(II) OXYGENASE FAMILY PROTEIN oxidoreductase activity 2OG-Fe(II) oxygenase superfamily"
Mapoly0111s0002,K12848 PF12874 PTHR23067 KOG4727,KEGGORTH PFAM PANTHER KOG,U4/U6.U5 tri-snRNP component SNU23 Zinc-finger of C2H2 type DOUBLE-STRANDED RNA-BINDING ZINC FINGER PROTEIN U1-like Zn-finger protein
Mapoly0111s0004,GO:0006096 PF00162 K00927 2.7.2.3 GO:0004618 KOG1367 PTHR11406,GO PFAM KEGGORTH EC GO KOG PANTHER,glycolysis Phosphoglycerate kinase phosphoglycerate kinase [EC:2.7.2.3] Phosphoglycerate kinase. phosphoglycerate kinase activity 3-phosphoglycerate kinase PHOSPHOGLYCERATE KINASE
Mapoly0111s0005,PF00168 GO:0005515,PFAM GO,C2 domain protein binding
Mapoly0111s0008,PTHR11254 KOG0940 6.3.2.19 K10591 GO:0004842 PF00632,PANTHER KOG EC KEGGORTH GO PFAM,HECT DOMAIN UBIQUITIN-PROTEIN LIGASE Ubiquitin protein ligase RSP5/NEDD4 Ubiquitin--protein ligase. E3 ubiquitin-protein ligase NEDD4 [EC:6.3.2.19] ubiquitin-protein ligase activity HECT-domain (ubiquitin-transferase)
Mapoly0111s0010,PF07911,PFAM,Protein of unknown function (DUF1677)
Mapoly0111s0012,PTHR31062:SF9 PTHR31062 GO:0004553 GO:0005975 PF00722,PANTHER PANTHER GO GO PFAM,"nan FAMILY NOT NAMED hydrolase activity, hydrolyzing O-glycosyl compounds carbohydrate metabolic process Glycosyl hydrolases family 16"
Mapoly0111s0014,GO:0005524 KOG0055 GO:0016021 PF00664 GO:0016887 GO:0006810 GO:0055085 GO:0042626 PTHR24221:SF138 PTHR24221 PF00005,GO KOG GO PFAM GO GO GO GO PANTHER PANTHER PFAM,"ATP binding Multidrug/pheromone exporter, ABC superfamily integral to membrane ABC transporter transmembrane region ATPase activity transport transmembrane transport ATPase activity, coupled to transmembrane movement of substances nan FAMILY NOT NAMED ABC transporter"
Mapoly0111s0015,GO:0050660 K00249 GO:0055114 PF02771 KOG1469 PTHR10909 GO:0016627 GO:0008152 1.3.99.3 PF01636 PF02770 PTHR10909:SF195 PF00441 GO:0003995,GO KEGGORTH GO PFAM KOG PANTHER GO GO EC PFAM PFAM PANTHER PFAM GO,"flavin adenine dinucleotide binding acyl-CoA dehydrogenase [EC:1.3.99.3] oxidation-reduction process Acyl-CoA dehydrogenase, N-terminal domain Predicted acyl-CoA dehydrogenase ELECTRON TRANSPORT OXIDOREDUCTASE oxidoreductase activity, acting on the CH-CH group of donors metabolic process Transferred entry: 1.3.8.7, 1.3.8.8 and 1.3.8.9. Phosphotransferase enzyme family Acyl-CoA dehydrogenase, middle domain nan Acyl-CoA dehydrogenase, C-terminal domain acyl-CoA dehydrogenase activity"
Mapoly0111s0018,GO:0005524 PF00069 GO:0004672 GO:0006468 KOG0594 PTHR11584 PTHR11584:SF355,GO PFAM GO GO KOG PANTHER PANTHER,ATP binding Protein kinase domain protein kinase activity protein phosphorylation Protein kinase PCTAIRE and related kinases SERINE/THREONINE PROTEIN KINASE nan
Mapoly0111s0019,PF04499,PFAM,SIT4 phosphatase-associated protein
Mapoly0111s0020,PF13516 PTHR24106 KOG1909 PF13943 K14319,PFAM PANTHER KOG PFAM KEGGORTH,Leucine Rich repeat FAMILY NOT NAMED Ran GTPase-activating protein WPP domain Ran GTPase-activating protein 1
Mapoly0111s0021,GO:0005524 PF00069 PTHR24420:SF727 GO:0004672 GO:0006468 PTHR24420,GO PFAM PANTHER GO GO PANTHER,ATP binding Protein kinase domain nan protein kinase activity protein phosphorylation LEUCINE-RICH REPEAT RECEPTOR-LIKE PROTEIN KINASE
Mapoly0111s0022,PF14369 GO:0005515 PF13639 GO:0008270 PTHR22763 PTHR22763:SF10,PFAM GO PFAM GO PANTHER PANTHER,zinc-finger protein binding Ring finger domain zinc ion binding RING ZINC FINGER PROTEIN nan
Mapoly0111s0023,GO:0046422 PF07137 GO:0055114 K09839 GO:0009507 1.10.99.3,GO PFAM GO KEGGORTH GO EC,violaxanthin de-epoxidase activity Violaxanthin de-epoxidase (VDE) oxidation-reduction process violaxanthin de-epoxidase [EC:1.10.99.3] chloroplast Violaxanthin de-epoxidase.
Mapoly0111s0025,GO:0005783 KOG0674 PTHR11073 PF00262 GO:0006457 K08057 GO:0051082 GO:0005509 PTHR11073:SF6,GO KOG PANTHER PFAM GO KEGGORTH GO GO PANTHER,endoplasmic reticulum Calreticulin CALRETICULIN AND CALNEXIN Calreticulin family protein folding calreticulin unfolded protein binding calcium ion binding nan
Mapoly0111s0026,GO:0003755 PTHR11071 PF00160 GO:0000413 GO:0006457 PTHR11071:SF208 K03768 5.2.1.8 KOG0880,GO PANTHER PFAM GO GO PANTHER KEGGORTH EC KOG,peptidyl-prolyl cis-trans isomerase activity PEPTIDYL-PROLYL CIS-TRANS ISOMERASE Cyclophilin type peptidyl-prolyl cis-trans isomerase/CLD protein peptidyl-prolyl isomerization protein folding nan peptidyl-prolyl cis-trans isomerase B (cyclophilin B) [EC:5.2.1.8] Peptidylprolyl isomerase. Peptidyl-prolyl cis-trans isomerase
Mapoly0111s0028,PF13589,PFAM,"Histidine kinase-, DNA gyrase B-, and HSP90-like ATPase"
Mapoly0111s0029,GO:0016651 PF04716 GO:0022904 1.6.99.3 PTHR12653 KOG3365 1.6.5.3 K03949 GO:0005743,GO PFAM GO EC PANTHER KOG EC KEGGORTH GO,"oxidoreductase activity, acting on NAD(P)H ETC complex I subunit conserved region respiratory electron transport chain NADH dehydrogenase. NADH-UBIQUINONE OXIDOREDUCTASE 13 KD-B SUBUNIT NADH:ubiquinone oxidoreductase, NDUFA5/B13 subunit NADH:ubiquinone reductase (H(+)-translocating). NADH dehydrogenase (ubiquinone) 1 alpha subcomplex 5 [EC:1.6.5.3 1.6.99.3] mitochondrial inner membrane"
Mapoly0111s0032,PF01426 GO:0003682 PF07500 PTHR15141:SF38 GO:0006351 PTHR15141,PFAM GO PFAM PANTHER GO PANTHER,"BAH domain chromatin binding Transcription factor S-II (TFIIS), central domain nan transcription, DNA-dependent TRANSCRIPTION ELONGATION FACTOR B POLYPEPTIDE 3"
Mapoly0111s0033,GO:0005840 PTHR11449 GO:0003735 GO:0005622 PF01248 PTHR11449:SF1 GO:0006412,GO PANTHER GO GO PFAM PANTHER GO,ribosome RIBOSOMAL PROTEIN L30 structural constituent of ribosome intracellular Ribosomal protein L7Ae/L30e/S12e/Gadd45 family 60S RIBOSOMAL PROTEIN L30 translation
Mapoly0111s0035,PTHR12547:SF57 PF00642 PTHR12547 GO:0046872 KOG1677,PANTHER PFAM PANTHER GO KOG,nan Zinc finger C-x8-C-x5-C-x3-H type (and similar) CCCH ZINC FINGER/TIS11-RELATED metal ion binding CCCH-type Zn-finger protein
Mapoly0111s0036,K01303 PTHR11731 KOG2100 GO:0008236 PTHR11731:SF108 GO:0006508 PF00326 3.4.19.1,KEGGORTH PANTHER KOG GO PANTHER GO PFAM EC,"acylaminoacyl-peptidase [EC:3.4.19.1] PROTEASE FAMILY S9B,C DIPEPTIDYL-PEPTIDASE IV-RELATED Dipeptidyl aminopeptidase serine-type peptidase activity nan proteolysis Prolyl oligopeptidase family Acylaminoacyl-peptidase."
Mapoly0111s0037,PF08627 PTHR31326:SF2 PTHR31326,PFAM PANTHER PANTHER,CRT-like nan FAMILY NOT NAMED
Mapoly0111s0038,PTHR13140 PTHR13140:SF363 PF12325,PANTHER PANTHER PFAM,MYOSIN nan TATA element modulatory factor 1 TATA binding
Mapoly0111s0039,GO:0046912 PTHR11739 PTHR11739:SF1 GO:0044262 PF00285 KOG2617,GO PANTHER PANTHER GO PFAM KOG,"transferase activity, transferring acyl groups, acyl groups converted into alkyl on transfer CITRATE SYNTHASE CITRATE SYNTHASE-RELATED cellular carbohydrate metabolic process Citrate synthase Citrate synthase"
Mapoly0111s0043,GO:0005524 KOG0661 K08829 PF00069 GO:0004672 PTHR24055:SF52 PTHR24055 GO:0006468 2.7.11.22,GO KOG KEGGORTH PFAM GO PANTHER PANTHER GO EC,ATP binding MAPK related serine/threonine protein kinase male germ cell-associated kinase [EC:2.7.11.22] Protein kinase domain protein kinase activity MEIOSIS INDUCTION PROTEIN KINASE IME2/SME1 MITOGEN-ACTIVATED PROTEIN KINASE protein phosphorylation Cyclin-dependent kinase.
Mapoly0111s0045,PF12937 GO:0005515,PFAM GO,F-box-like protein binding
Mapoly0111s0046,PF00581 PTHR18838:SF17 PTHR18838,PFAM PANTHER PANTHER,Rhodanese-like domain UNCHARACTERIZED RHODANESE-LIKE DOMAIN-CONTAINING
Mapoly0111s0050,KOG1577 PTHR11732 PF00248,KOG PANTHER PFAM,Aldo/keto reductase family proteins ALDO/KETO REDUCTASE Aldo/keto reductase family
Mapoly0111s0052,GO:0003677 GO:0005524 KOG1015 K11681 PTHR10799 PF00176 3.6.4.12 PF00271 PF07529 PF13921 PTHR10799:SF584,GO GO KOG KEGGORTH PANTHER PFAM EC PFAM PFAM PFAM PANTHER,"DNA binding ATP binding Transcription regulator XNP/ATRX, DEAD-box superfamily helicase SWR1 [EC:3.6.4.12] SWI/SNF-RELATED MATRIX-ASSOCIATED ACTIN-DEPENDENT REGULATOR OF CHROMATIN SUBFAMILY-RELATED SNF2 family N-terminal domain DNA helicase. Helicase conserved C-terminal domain HSA Myb-like DNA-binding domain nan"
Mapoly0111s0053,GO:0005097 PTHR22957:SF26 KOG1092 PTHR22957 GO:0032313 PF00566,GO PANTHER KOG PANTHER GO PFAM,Rab GTPase activator activity TBC1 DOMAIN FAMILY MEMBER 22A Ypt/Rab-specific GTPase-activating protein GYP1 TBC1 DOMAIN FAMILY MEMBER GTPASE-ACTIVATING PROTEIN regulation of Rab GTPase activity Rab-GTPase-TBC domain
Mapoly0111s0054,6.2.1.5 6.2.1.4 GO:0048037 GO:0008152 GO:0003824 KOG1255 PF00549 PF02629 K01899 PTHR11117,EC EC GO GO GO KOG PFAM PFAM KEGGORTH PANTHER,"Succinate--CoA ligase (ADP-forming). Succinate--CoA ligase (GDP-forming). cofactor binding metabolic process catalytic activity Succinyl-CoA synthetase, alpha subunit CoA-ligase CoA binding domain succinyl-CoA synthetase alpha subunit [EC:6.2.1.4 6.2.1.5] SUCCINYL-COA SYNTHETASE-RELATED"
Mapoly0111s0055,PF10291,PFAM,Muniscin C-terminal mu homology domain
Mapoly0111s0056,GO:0003723 PF10150 PTHR30001 PTHR30001:SF1 GO:2001070 PF00686,GO PFAM PANTHER PANTHER GO PFAM,RNA binding Ribonuclease E/G family RIBONUCLEASE nan nan Starch binding domain
Mapoly0111s0057,PF13865,PFAM,C-terminal duplication domain of Friend of PRMT1
Mapoly0111s0058,PTHR14255 PTHR14255:SF3 GO:0016021 PF01925,PANTHER PANTHER GO PFAM,ATP-DEPENDENT PROTEASE (CEREBLON) gb def: Hypothetical protein M18.6 integral to membrane Sulfite exporter TauE/SafE
Mapoly0112s0002,PF14750 K13139 GO:0032039,PFAM KEGGORTH GO,Integrator complex subunit 2 integrator complex subunit 2 integrator complex
Mapoly0112s0008,GO:0005737 GO:0003743 PTHR12399 KOG2479 K03251 PF05091 GO:0005852,GO GO PANTHER KOG KEGGORTH PFAM GO,"cytoplasm translation initiation factor activity EUKARYOTIC TRANSLATION INITIATION FACTOR 3 SUBUNIT 7 Translation initiation factor 3, subunit d (eIF-3d) translation initiation factor eIF-3 subunit 7 Eukaryotic translation initiation factor 3 subunit 7 (eIF-3) eukaryotic translation initiation factor 3 complex"
Mapoly0112s0009,PF13513 PF00514 GO:0005515 PTHR23315:SF44 PTHR23315,PFAM PFAM GO PANTHER PANTHER,HEAT-like repeat Armadillo/beta-catenin-like repeat protein binding nan BETA CATENIN-RELATED ARMADILLO REPEAT-CONTAINING
Mapoly0112s0010,PTHR32227 GO:0004553 GO:0005975 PF07983 PF00332,PANTHER GO GO PFAM PFAM,"FAMILY NOT NAMED hydrolase activity, hydrolyzing O-glycosyl compounds carbohydrate metabolic process X8 domain Glycosyl hydrolases family 17"
Mapoly0112s0013,PTHR11210 KOG2930 PTHR11210:SF20 GO:0008270 K03868 PF12678,PANTHER KOG PANTHER GO KEGGORTH PFAM,"RING BOX SCF ubiquitin ligase, Rbx1 component APC11 (ANAPHASE-PROMOTING COMPLEX/CYCLOSOME 11), PROTEIN BINDING / ZINC ION BIN zinc ion binding RING-box protein 1 RING-H2 zinc finger"
Mapoly0112s0014,PTHR31676 PF04398 PTHR31676:SF5,PANTHER PFAM PANTHER,"FAMILY NOT NAMED Protein of unknown function, DUF538 nan"
Mapoly0112s0015,PTHR12373 PF01133 KOG1766 GO:0007049,PANTHER PFAM KOG GO,ENHANCER OF RUDIMENTARY ERH Enhancer of rudimentary Enhancer of rudimentary cell cycle
Mapoly0112s0016,PF00571 PTHR22777:SF3 KOG2118 PF01595 PTHR22777 GO:0030554 PF03471,PFAM PANTHER KOG PFAM PANTHER GO PFAM,"CBS domain nan Predicted membrane protein, contains two CBS domains Domain of unknown function DUF21 HEMOLYSIN-RELATED adenyl nucleotide binding Transporter associated domain"
Mapoly0112s0019,GO:0003723 PTHR15838:SF1 PF00575 PTHR15838,GO PANTHER PFAM PANTHER,RNA binding SUBFAMILY NOT NAMED S1 RNA binding domain FAMILY NOT NAMED
Mapoly0112s0021,GO:0055114 PF00180 K00031 GO:0006102 1.1.1.42 GO:0016616 GO:0004450 KOG1526 PTHR11822,GO PFAM KEGGORTH GO EC GO GO KOG PANTHER,"oxidation-reduction process Isocitrate/isopropylmalate dehydrogenase isocitrate dehydrogenase [EC:1.1.1.42] isocitrate metabolic process Isocitrate dehydrogenase (NADP(+)). oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor isocitrate dehydrogenase (NADP+) activity NADP-dependent isocitrate dehydrogenase NADP-SPECIFIC ISOCITRATE DEHYDROGENASE"
Mapoly0112s0022,PTHR19932 GO:0005515 KOG1274 K11274 PTHR19932:SF10 PF00400 PF12341,PANTHER GO KOG KEGGORTH PANTHER PFAM PFAM,"WD REPEAT AND HMG-BOX DNA BINDING PROTEIN protein binding WD40 repeat protein chromosome transmission fidelity protein 4 WD REPEAT AND HMG-BOX DNA BINDING PROTEIN 1 WD domain, G-beta repeat Protein of unknown function (DUF3639)"
Mapoly0112s0023,KOG1454 PTHR10992:SF56 PTHR10992 PF12697,KOG PANTHER PANTHER PFAM,"Predicted hydrolase/acyltransferase (alpha/beta hydrolase superfamily) HYDROLASE, ALPHA/BETA FOLD FAMILY PROTEIN ALPHA/BETA HYDROLASE FOLD-CONTAINING PROTEIN Alpha/beta hydrolase family"
Mapoly0112s0025,PTHR31238:SF11 PF00190 GO:0045735 PTHR31238,PANTHER PFAM GO PANTHER,nan Cupin nutrient reservoir activity FAMILY NOT NAMED
Mapoly0112s0026,PF11987 KOG1144 PTHR23115:SF99 PF00009 GO:0003924 PF14578 PTHR23115 K03243 GO:0005525 PF03144,PFAM KOG PANTHER PFAM GO PFAM PANTHER KEGGORTH GO PFAM,Translation-initiation factor 2 Translation initiation factor 5B (eIF-5B) nan Elongation factor Tu GTP binding domain GTPase activity Elongation factor Tu domain 4 TRANSLATION FACTOR translation initiation factor eIF-5B GTP binding Elongation factor Tu domain 2
Mapoly0112s0027,K01578 GO:0050080 4.1.1.9 GO:0006633 KOG3018 PF05292,KEGGORTH GO EC GO KOG PFAM,malonyl-CoA decarboxylase [EC:4.1.1.9] malonyl-CoA decarboxylase activity Malonyl-CoA decarboxylase. fatty acid biosynthetic process Malonyl-CoA decarboxylase Malonyl-CoA decarboxylase (MCD)
Mapoly0112s0028,GO:0003677 PTHR10799:SF587 GO:0005524 PTHR10799 PF00176 KOG0390 PF00271,GO PANTHER GO PANTHER PFAM KOG PFAM,"DNA binding nan ATP binding SWI/SNF-RELATED MATRIX-ASSOCIATED ACTIN-DEPENDENT REGULATOR OF CHROMATIN SUBFAMILY-RELATED SNF2 family N-terminal domain DNA repair protein, SNF2 family Helicase conserved C-terminal domain"
Mapoly0112s0032,KOG2652 PTHR12694 PTHR12694:SF8 PF03153 GO:0005672 K03122 GO:0006367,KOG PANTHER PANTHER PFAM GO KEGGORTH GO,"RNA polymerase II transcription initiation factor TFIIA, large chain TRANSCRIPTION INITIATION FACTOR IIA SUBUNIT 1 TRANSCRIPTION INITIATION FACTOR IIA SUBUNIT 1 Transcription factor IIA, alpha/beta subunit transcription factor TFIIA complex transcription initiation factor TFIIA large subunit transcription initiation from RNA polymerase II promoter"
Mapoly0112s0033,KOG0978 PTHR13140 PTHR13140:SF364,KOG PANTHER PANTHER,E3 ubiquitin ligase involved in syntaxin degradation MYOSIN nan
Mapoly0112s0034,KOG1270 GO:0046406 PTHR10108 2.1.1.11 GO:0015995 PF07109 PTHR10108:SF269 K03428,KOG GO PANTHER EC GO PFAM PANTHER KEGGORTH,Methyltransferases magnesium protoporphyrin IX methyltransferase activity METHYLTRANSFERASE Magnesium protoporphyrin IX methyltransferase. chlorophyll biosynthetic process Magnesium-protoporphyrin IX methyltransferase C-terminus BLL8020 PROTEIN magnesium-protoporphyrin O-methyltransferase [EC:2.1.1.11]
Mapoly0112s0035,PF04117 PTHR11266:SF5 GO:0016021 PTHR11266,PFAM PANTHER GO PANTHER,"Mpv17 / PMP22 family 22 KDA PEROXISOMAL MEMBRANE PROTEIN integral to membrane PEROXISOMAL MEMBRANE PROTEIN 2, PXMP2 (MPV17)"
Mapoly0112s0037,GO:0043531 PTHR23315 PF00931 PF13646,GO PANTHER PFAM PFAM,ADP binding BETA CATENIN-RELATED ARMADILLO REPEAT-CONTAINING NB-ARC domain HEAT repeats
Mapoly0112s0045,GO:0004659 PTHR13929:SF3 K02548 PTHR13929 GO:0016021 2.5.1.74 KOG4581 PF01040,GO PANTHER KEGGORTH PANTHER GO EC KOG PFAM,"prenyltransferase activity nan 1,4-dihydroxy-2-naphthoate octaprenyltransferase [EC:2.5.1.74 2.5.1.-] 1,4-DIHYDROXY-2-NAPHTHOATE OCTAPRENYLTRANSFERASE integral to membrane 1,4-dihydroxy-2-naphthoate polyprenyltransferase. Predicted membrane protein UbiA prenyltransferase family"
Mapoly0112s0054,PTHR21461:SF3 PF01697 PTHR21461,PANTHER PFAM PANTHER,gb def: Hypothetical protein M03F8.4 Glycosyltransferase family 92 UNCHARACTERIZED
Mapoly0112s0056,PF01814,PFAM,Hemerythrin HHE cation binding domain
Mapoly0112s0058,PTHR31305 PF14712 GO:0031083 GO:0006886,PANTHER PFAM GO GO,FAMILY NOT NAMED Snapin/Pallidin BLOC-1 complex intracellular protein transport
Mapoly0112s0059,GO:0005524 KOG0328 PTHR24031:SF57 3.6.4.13 PF00270 PF00271 K13025 PTHR24031 GO:0003676,GO KOG PANTHER EC PFAM PFAM KEGGORTH PANTHER GO,"ATP binding Predicted ATP-dependent RNA helicase FAL1, involved in rRNA maturation, DEAD-box superfamily SUBFAMILY NOT NAMED RNA helicase. DEAD/DEAH box helicase Helicase conserved C-terminal domain ATP-dependent RNA helicase [EC:3.6.4.13] FAMILY NOT NAMED nucleic acid binding"
Mapoly0112s0061,PTHR23257:SF371 PTHR23257 GO:0005515 PF00023,PANTHER PANTHER GO PFAM,nan SERINE-THREONINE PROTEIN KINASE protein binding Ankyrin repeat
Mapoly0113s0001,PTHR23077:SF52 PTHR23077,PANTHER PANTHER,nan AAA-FAMILY ATPASE
Mapoly0113s0002,PTHR31549 PF03140,PANTHER PFAM,FAMILY NOT NAMED Plant protein of unknown function
Mapoly0113s0003,GO:0005515 PTHR22847 KOG1407 PF00400,GO PANTHER KOG PFAM,"protein binding WD40 REPEAT PROTEIN WD40 repeat protein WD domain, G-beta repeat"
Mapoly0113s0004,GO:0005524 KOG1051 PF02151 PF07724 GO:0005515 PF02861 PF10431 PTHR11638 PF00004 K03696 GO:0019538 PTHR11638:SF90,GO KOG PFAM PFAM GO PFAM PFAM PANTHER PFAM KEGGORTH GO PANTHER,"ATP binding Chaperone HSP104 and related ATP-dependent Clp proteases UvrB/uvrC motif AAA domain (Cdc48 subfamily) protein binding Clp amino terminal domain C-terminal, D2-small domain, of ClpB protein ATP-DEPENDENT CLP PROTEASE ATPase family associated with various cellular activities (AAA) ATP-dependent Clp protease ATP-binding subunit ClpC protein metabolic process nan"
Mapoly0113s0006,PTHR23125 PTHR23125:SF241,PANTHER PANTHER,F-BOX/LEUCINE RICH REPEAT PROTEIN nan
Mapoly0113s0007,GO:0005524 PTHR24220:SF413 KOG2355 PTHR24220 GO:0016887 PF00005,GO PANTHER KOG PANTHER GO PFAM,"ATP binding nan Predicted ABC-type transport, ATPase component/CCR4 associated factor FAMILY NOT NAMED ATPase activity ABC transporter"
Mapoly0113s0008,GO:0016020 PTHR10896 PTHR10896:SF20 PF03360 KOG1476 GO:0015018,GO PANTHER PANTHER PFAM KOG GO,"membrane GALACTOSYLGALACTOSYLXYLOSYLPROTEIN 3-BETA-GLUCURONOSYLTRANSFERASE (BETA-1,3-GLUCURONYLTRANSFERASE) nan Glycosyltransferase family 43 Beta-1,3-glucuronyltransferase B3GAT1/SQV-8 galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase activity"
Mapoly0113s0009,PF12638 PTHR31750 PTHR31750:SF3,PFAM PANTHER PANTHER,Staygreen protein FAMILY NOT NAMED nan
Mapoly0113s0010,GO:0016020 KOG2946 PTHR21236 PF04893 PTHR21236:SF1,GO KOG PANTHER PFAM PANTHER,membrane Uncharacterized conserved protein GOLGI MEMBRANE PROTEIN YIP1 Yip1 domain YIP1-RELATED
Mapoly0113s0011,K03165 GO:0003677 GO:0003917 PF06839 PF01751 GO:0008270 PF00098 GO:0006265 KOG1956 PF01396 GO:0005694 GO:0003916 GO:0003676 PTHR11390:SF23 PTHR11390 5.99.1.2 PF01131,KEGGORTH GO GO PFAM PFAM GO PFAM GO KOG PFAM GO GO GO PANTHER PANTHER EC PFAM,DNA topoisomerase III [EC:5.99.1.2] DNA binding DNA topoisomerase type I activity GRF zinc finger Toprim domain zinc ion binding Zinc knuckle DNA topological change DNA topoisomerase III alpha Topoisomerase DNA binding C4 zinc finger chromosome DNA topoisomerase activity nucleic acid binding DNA TOPOISOMERASE I-RELATED PROKARYOTIC DNA TOPOISOMERASE DNA topoisomerase. DNA topoisomerase
Mapoly0113s0012,KOG1577 PTHR11732 PF00248,KOG PANTHER PFAM,Aldo/keto reductase family proteins ALDO/KETO REDUCTASE Aldo/keto reductase family
Mapoly0113s0013,KOG0747 PTHR10491 PTHR10491:SF4 PF04321 GO:0008831 GO:0045226,KOG PANTHER PANTHER PFAM GO GO,Putative NAD+-dependent epimerases DTDP-4-DEHYDRORHAMNOSE REDUCTASE DTDP-4-DEHYDRORHAMNOSE DEHYDROGENASE RELATED RmlD substrate binding domain dTDP-4-dehydrorhamnose reductase activity extracellular polysaccharide biosynthetic process
Mapoly0113s0014,K12309 GO:0004553 KOG0496 GO:0005975 3.2.1.23 PTHR23421:SF13 PTHR23421 PF01301,KEGGORTH GO KOG GO EC PANTHER PANTHER PFAM,"beta-galactosidase [EC:3.2.1.23] hydrolase activity, hydrolyzing O-glycosyl compounds Beta-galactosidase carbohydrate metabolic process Beta-galactosidase. SUBFAMILY NOT NAMED BETA-GALACTOSIDASE RELATED Glycosyl hydrolases family 35"
Mapoly0113s0015,PF11961 PTHR31730:SF2 PF05003 PTHR31730,PFAM PANTHER PFAM PANTHER,Domain of unknown function (DUF3475) nan Protein of unknown function (DUF668) FAMILY NOT NAMED
Mapoly0113s0017,K06170 KOG3402 PTHR16318 PF10251,KEGGORTH KOG PANTHER PFAM,presenilin enhancer 2 Predicted membrane protein GAMMA-SECRETASE SUBUNIT PEN-2 Presenilin enhancer-2 subunit of gamma secretase
